amount,country,device,class,id,name,time,user
99.29790737101973,us,E,0,9155,Y U,1523985185.929467,654
103.79130969924394,ca,E,0,8041,R A,1524038165.929467,559
95.9512775664954,us,E,0,7449,T V,1524021245.929467,467
95.41565525226729,ca,D,0,5573,W I,1524388445.929467,986
101.05652043919693,us,D,0,7296,F W,1523968685.929467,286
116.1992567997346,us,D,0,9506,T Q,1523827445.929467,854
102.91776164334694,us,A,0,92,K C,1523590865.929467,704
117.13032227115512,ca,E,0,9848,E P,1523796065.929467,406
88.72434051010738,ca,E,0,6400,G P,1524360545.929467,327
96.93200184186722,us,D,0,4160,P B,1523952905.929467,937
107.76890712857124,mx,A,0,2602,P C,1523582765.929467,573
88.53998107516064,mx,E,0,5965,Y A,1523630885.929467,573
98.3058451218998,us,B,0,6150,X E,1523795585.929467,374
98.57673562703344,mx,E,0,1198,E S,1523920085.929467,109
77.26513044286226,mx,E,0,6220,E T,1524379145.929467,769
91.99957899575371,ca,D,0,7100,B V,1523668685.929467,599
106.59193198512185,cn,B,0,7568,F T,1523964785.929467,368
114.4209820511118,mx,A,0,7996,L D,1524479585.929467,19
93.39273868995376,us,E,0,2180,X Z,1524214925.929467,332
67.36458688204219,cn,E,1,153,D L,1523912587.267056,1
99.44771412882069,mx,D,0,7018,L Z,1524458525.929467,32
106.76561039955887,us,A,0,2775,H O,1523623685.929467,529
110.28562908665005,us,B,0,5275,E U,1523702465.929467,682
114.35801984884054,ca,E,0,4191,P Z,1523818865.929467,499
104.63050485199592,ca,D,0,1165,V L,1523827445.929467,11
101.48724610818262,mx,A,0,9320,S G,1524115625.929467,5
83.34046272333616,us,D,0,3027,B Q,1524301865.929467,745
103.3344035143342,cn,E,0,3482,R W,1524093305.929467,846
85.65299762694377,us,E,0,4201,I J,1523939465.929467,959
90.06233846056355,us,D,0,4002,C F,1524420845.929467,32
88.70326229227135,us,E,0,489,K J,1523827505.929467,323
97.25447121773243,us,B,0,8162,B E,1523768165.929467,169
98.96997295320318,ca,E,0,4953,B O,1523705405.929467,810
108.54396760296116,us,C,0,8360,W O,1524327545.929467,729
112.99629995747364,us,C,0,4699,O P,1523690825.929467,414
94.3995270343577,mx,C,0,4546,N Q,1523914325.929467,161
87.11640368128741,us,E,0,9124,W H,1524398345.929467,747
90.50916326735664,cn,C,0,2261,N S,1523817905.929467,150
83.60145639446701,mx,C,0,7742,O A,1524131705.929467,909
106.70034864866385,ca,E,0,6799,T V,1524290405.929467,204
73.96299088060631,cn,D,1,799,T F,1524428407.267056,8
103.42544575214535,us,A,0,2110,S A,1524230525.929467,92
104.49654451309586,cn,B,0,9708,E E,1523840525.929467,431
109.53774250087149,mx,A,0,7928,V S,1523993405.929467,895
99.94456723229945,us,A,0,4489,H I,1523764745.929467,662
103.4030274869036,us,A,0,8266,H S,1523669825.929467,774
102.10346165282179,ca,D,0,8095,N G,1524444425.929467,556
105.68783946637207,us,B,0,4642,Q U,1524235865.929467,644
102.6691726418986,mx,E,0,7264,G B,1523756825.929467,852
96.10262969172292,cn,E,0,9384,B E,1524479585.929467,582
114.02354541596942,us,C,0,6620,I N,1523910185.929467,624
118.38822428187464,us,A,0,9577,D U,1523665505.929467,849
111.61866674063238,ca,B,0,5619,Z Y,1524084905.929467,489
81.5850897486838,us,C,0,9169,S G,1523772845.929467,532
95.33503107406959,mx,C,0,6574,A A,1523590625.929467,371
107.97452810859372,ca,A,0,9491,H V,1524018905.929467,328
66.0611192579156,cn,D,1,466,S O,1524259087.267056,1
100.94108267612512,mx,A,0,3470,D F,1523766905.929467,20
87.83553693185,ca,B,0,8916,B M,1523930225.929467,285
102.95886937905097,ca,D,0,461,Z Q,1524126845.929467,232
88.43081869392564,us,C,0,1249,X Q,1523609345.929467,836
98.02684266509115,us,D,0,4046,H Y,1524059945.929467,435
112.19562233176451,mx,A,0,1395,L E,1524273125.929467,951
78.61829003765608,cn,E,0,2546,G G,1524136265.929467,401
103.33664917912893,us,C,0,6927,B Q,1523918705.929467,113
101.21060906186487,mx,A,0,1358,P B,1524437405.929467,262
90.32220220297856,ca,D,0,1881,S G,1523703665.929467,292
103.74705068977065,us,C,0,4628,H T,1524237905.929467,699
107.29207593685278,us,A,0,4822,U E,1524523205.929467,606
96.78310339496359,us,C,0,6473,R Y,1524272045.929467,37
97.20472524528843,us,A,0,6996,R V,1524161165.929467,193
102.56285552089432,us,A,0,9631,Z D,1524346265.929467,374
105.7971705375802,us,E,0,1744,P E,1524139745.929467,550
94.1664139554257,us,D,0,7140,Y J,1523838185.929467,744
113.41650415151949,ca,C,0,3932,C N,1524414305.929467,84
109.38173268901792,us,D,0,6173,V A,1524115625.929467,487
101.4495039640672,ca,A,0,7795,X G,1524389825.929467,586
100.67908394671379,us,C,0,9013,I X,1523829305.929467,51
99.88677546069671,ca,D,0,1648,D P,1523941505.929467,178
98.71130031014171,ca,E,0,1973,F H,1523845805.929467,316
90.95169272019041,mx,D,0,5647,U M,1523732585.929467,4
117.53965533302029,us,A,0,8268,P B,1523676545.929467,459
88.1705383602677,us,B,0,18,A I,1524084425.929467,452
84.19316070638119,ca,B,0,3720,P Q,1523789345.929467,427
100.83785122712871,us,C,0,5529,L H,1524286865.929467,128
87.52171378511711,us,A,0,995,T D,1523808005.929467,211
78.83366176332026,us,C,0,5403,G Y,1524185285.929467,589
88.89497130212567,us,D,0,3872,W C,1524173405.929467,526
109.21917351206548,us,B,0,9318,M Z,1523659145.929467,203
107.16366933307455,mx,E,0,9460,O L,1524280145.929467,388
107.35339948126524,cn,D,0,3453,J L,1524217685.929467,80
89.54449959369104,us,E,0,3478,K W,1523908205.929467,348
97.4073130510795,us,A,0,2935,O V,1524283925.929467,896
105.88348990141485,cn,A,0,2631,K D,1523734445.929467,212
72.44395963462763,cn,A,1,711,Q M,1524335587.267056,3
68.61826488803932,cn,E,1,59,W W,1524039487.267056,8
110.59025435811371,us,C,0,4449,N I,1524253445.929467,532
107.76334154419001,mx,E,0,4468,L X,1524286685.929467,700
96.3361995722307,us,C,0,8616,R P,1524090005.929467,862
100.36804592317742,mx,C,0,7063,M I,1524069605.929467,90
91.3294995244131,us,D,0,4952,Y E,1524174905.929467,941
94.18982861524859,us,C,0,5789,G P,1524135005.929467,866
108.67034086921524,mx,E,0,3941,G L,1524155705.929467,483
79.8178173697559,us,B,0,1289,H O,1524060845.929467,478
108.10977511313793,ca,C,0,4661,S U,1524020765.929467,230
78.29483696454038,mx,A,1,758,Y R,1524320767.267056,4
71.06255502128917,ca,A,1,205,U H,1523711347.267056,8
102.02714300039284,mx,E,0,5552,S J,1524133385.929467,307
96.53473589907296,us,A,0,1842,V N,1523704145.929467,826
105.28363664648285,us,C,0,1869,E X,1524391445.929467,723
107.69270695839592,us,B,0,7574,X J,1523940305.929467,369
98.0246379795805,us,E,0,9794,I M,1523749145.929467,464
98.94498725031569,us,E,0,95,U T,1524054725.929467,560
95.11850991809645,us,C,0,4702,D W,1523930525.929467,99
105.71664833104285,us,D,0,2969,W Y,1523892245.929467,431
65.58538945021407,cn,D,1,497,H V,1524093667.267056,8
90.32882068778393,mx,B,0,4477,U B,1524204245.929467,478
112.07047301286659,cn,E,1,4826,C Q,1523895005.929467,709
106.97933494362343,cn,B,0,6200,P C,1524135725.929467,274
101.65337600341064,us,E,0,3067,S T,1524177485.929467,322
115.76394095831863,ca,C,0,5914,L E,1523984165.929467,565
66.75713629740245,ca,D,1,429,U T,1523694667.267056,1
95.66228256471493,us,B,0,746,H I,1524061085.929467,353
89.92848682870618,mx,D,0,9955,S W,1524059165.929467,973
105.86843154959914,mx,D,0,5865,G E,1524261545.929467,225
97.61868199353606,us,A,0,7201,C J,1524247745.929467,503
109.00056318337171,us,B,0,8201,K N,1524059165.929467,557
81.04941554403088,cn,E,0,5234,X M,1523984105.929467,180
97.35326578922243,us,A,0,9651,N M,1523859725.929467,64
98.98873354352057,us,A,0,8776,V U,1524231965.929467,549
98.9985829784332,ca,D,0,9217,C Y,1524216305.929467,865
103.94449463879214,mx,C,0,1487,V W,1524487325.929467,687
101.00442909946615,cn,A,0,1297,I X,1523657345.929467,373
93.77568043701963,us,A,1,9089,S G,1524515285.929467,400
99.02353937045538,us,A,0,9073,F G,1523978285.929467,336
86.22164754899427,us,A,0,5760,W D,1523766905.929467,782
99.3153327071387,us,B,0,5715,C K,1523936885.929467,65
108.08838677077092,cn,A,0,4656,N P,1524216065.929467,312
97.62350288138495,us,C,0,8908,Y H,1523670305.929467,285
102.42903255647616,mx,D,0,1518,N I,1524203165.929467,871
113.28854231879689,mx,D,0,5771,B N,1524162305.929467,839
91.05592598945348,us,E,0,960,L F,1523886065.929467,404
105.24963290112709,mx,E,0,7648,W J,1523956205.929467,620
112.17023474971144,ca,E,0,9430,Q G,1524129605.929467,575
111.446366647668,ca,C,0,3609,J S,1524303485.929467,593
103.60046900391228,mx,E,0,2307,W T,1524525965.929467,889
102.57666825656595,us,E,0,6351,T Z,1524314645.929467,445
82.52486689762392,cn,A,0,474,L J,1523800985.929467,878
120.74569128311931,us,E,0,3383,V U,1524134465.929467,223
87.1824464336092,ca,A,0,9733,F K,1524184505.929467,419
83.1247340920104,us,A,0,8999,E J,1524424025.929467,370
82.32995763230801,ca,B,0,6581,A E,1524079085.929467,714
89.06661647408232,ca,D,0,5419,H W,1523911145.929467,172
100.313070834017,us,C,0,3672,F C,1524404465.929467,896
87.7589863418022,us,A,0,8967,C R,1523916245.929467,904
92.56989868677942,mx,B,0,5378,L Z,1523852105.929467,614
94.30809853827536,mx,E,0,4251,C I,1523918705.929467,472
102.97861768961357,mx,A,0,6446,U O,1523669105.929467,116
101.09943432635117,ca,A,0,9525,I G,1524500225.929467,803
104.52470016248779,mx,E,0,8591,E Z,1524414065.929467,508
102.02660864974865,us,B,0,593,Y Z,1523653625.929467,590
91.55752862695095,us,A,0,8673,Y D,1524504785.929467,69
119.37387980737809,mx,E,0,5570,S D,1524142925.929467,638
72.03275337151565,ca,D,1,545,N O,1523685427.267056,5
87.23370017637501,ca,D,0,1440,K U,1523969585.929467,474
112.25472423632584,ca,E,0,793,Z Q,1523912645.929467,274
104.82991319392292,cn,C,0,9084,Y Y,1523778665.929467,915
97.71987394313057,us,A,0,7197,K I,1524251045.929467,542
100.3646579908412,us,D,0,3524,G G,1523606765.929467,29
118.48291988820783,ca,B,0,2363,L G,1523945945.929467,522
64.94708042307069,mx,E,1,642,S V,1524462607.267056,4
112.2223004281976,cn,B,0,6245,V S,1524205445.929467,26
102.97100398608448,mx,A,0,4851,Z F,1523762645.929467,696
112.81528212668543,cn,D,0,1611,C X,1523905385.929467,5
130.17720032146823,ca,C,0,8721,A C,1523959865.929467,838
85.62401582587896,ca,B,0,5470,E X,1523851325.929467,79
100.16049120024401,us,E,0,1851,W F,1524062765.929467,95
111.35211017250671,mx,B,0,1187,I U,1523600825.929467,578
124.61186602948358,ca,C,0,342,S S,1524381965.929467,353
64.52481457804251,us,C,1,417,W X,1524198607.267056,0
80.01562279817823,us,A,0,1522,D Z,1523840225.929467,151
105.50842312652729,us,A,0,1391,R V,1523709725.929467,412
98.39366591768038,us,C,0,5952,N U,1524349505.929467,534
101.25901154270193,us,D,0,5511,I O,1523708105.929467,343
79.5942513465652,us,D,0,5438,A R,1524171065.929467,453
101.98547216532002,cn,E,0,4297,Z E,1524421625.929467,973
108.91981447465356,mx,D,0,7242,R Y,1524374405.929467,540
98.4370543249624,us,B,0,8007,U N,1524202385.929467,724
95.20157649381798,us,A,0,5446,H V,1523805065.929467,192
77.15591520076981,us,B,0,6692,U H,1523808605.929467,624
108.961979515505,ca,C,0,3395,D X,1524005105.929467,628
116.70829521738577,ca,D,0,6342,P T,1524080645.929467,157
88.6786188359189,ca,E,0,6805,B T,1524473825.929467,299
88.95165591181883,mx,D,0,4272,Q J,1523625125.929467,402
101.41256290250514,ca,E,0,7539,O C,1524204785.929467,959
102.86565235242406,us,B,0,3159,J Z,1524350225.929467,482
95.43172641577463,ca,C,0,942,P J,1524398645.929467,360
96.47956713068544,mx,B,0,6703,B V,1524217805.929467,666
97.79469781138005,cn,D,0,7719,Q W,1524292865.929467,857
105.78005804178572,us,C,0,1839,A U,1524441125.929467,576
102.38142710232128,ca,E,0,2338,U V,1523705405.929467,904
95.27871687034641,mx,E,0,5557,D Y,1524074645.929467,64
74.93855606536292,cn,A,1,929,B B,1524102487.267056,6
117.72808903383488,cn,A,0,4167,A S,1523955485.929467,408
105.91325145276492,us,D,0,2402,L Z,1524135005.929467,215
81.83472566624097,us,B,0,6904,V X,1524290705.929467,902
106.32109267087908,cn,A,0,6376,E U,1524448805.929467,698
90.44814747530869,ca,B,0,3868,Q F,1523901365.929467,891
105.37549876645024,cn,B,0,2829,A U,1524343505.929467,387
88.91259053456854,mx,A,0,9749,F Y,1523638025.929467,62
69.8171967495443,cn,E,1,307,P G,1523844967.267056,2
83.97995340671865,ca,D,0,9730,S M,1523702465.929467,633
119.7836362392581,ca,A,0,4400,J C,1524286865.929467,156
107.00316359654406,mx,C,0,3730,W E,1524200045.929467,505
116.38858115592735,mx,D,0,4496,U L,1524448685.929467,175
102.57103529271822,mx,D,0,1243,P B,1524083825.929467,13
113.79319913378409,cn,E,0,3291,C W,1524343505.929467,195
111.22178300327087,mx,D,0,719,E N,1524136265.929467,549
89.3031713887232,us,C,0,5848,N D,1523838905.929467,684
106.30303359675064,us,C,0,514,J J,1524201905.929467,243
103.72500670072638,ca,B,0,6918,I N,1523925185.929467,930
102.76722742836357,us,C,0,8469,M Z,1524309965.929467,645
99.30547820027634,mx,D,0,2586,I Y,1524316265.929467,721
87.54213656369673,cn,D,0,8342,Q P,1523685425.929467,57
76.52243722317182,us,E,0,5930,M H,1524472445.929467,652
87.91140210901794,us,C,0,1538,V H,1523589665.929467,390
89.93598250487841,us,A,0,7718,Q Q,1524253565.929467,185
104.15913648655727,ca,B,0,9368,W B,1523709725.929467,461
102.9233398140626,us,D,0,2685,N G,1524283925.929467,961
89.25022212524223,mx,D,0,2896,W L,1524463445.929467,813
101.87289971411623,ca,E,0,3671,M N,1524205445.929467,240
87.72006512021845,us,E,0,8543,R F,1524437405.929467,124
105.41704334372356,us,D,0,5397,E H,1523912285.929467,367
112.20568404478571,cn,D,0,464,B K,1523736125.929467,61
100.38927763576869,us,C,0,39,C S,1524018005.929467,905
89.98726207665733,ca,E,0,4416,Y A,1524523445.929467,265
94.60603628924228,ca,C,0,6141,B L,1523713025.929467,129
106.43433256929363,mx,D,1,2720,B E,1524045125.929467,190
97.14539493392843,us,A,0,9453,P P,1524364145.929467,174
92.69559603518186,us,C,0,2456,H J,1523798345.929467,835
91.31624213452835,us,B,0,7266,I H,1523709305.929467,668
97.94379731309373,mx,E,0,9813,D F,1524006485.929467,884
94.75585893203328,mx,C,0,6522,V N,1523983925.929467,493
93.38800960220148,ca,A,0,6844,D D,1523910065.929467,331
95.34989063232248,cn,A,0,3140,Y R,1524377945.929467,405
111.72420354249752,us,B,0,1106,S S,1524138005.929467,984
89.84592947957941,mx,C,0,2840,Z M,1523757545.929467,524
99.21400080210523,us,A,0,2850,O H,1524327545.929467,501
96.55396698157674,mx,C,0,7740,D S,1523818865.929467,575
96.84257646982648,cn,C,0,7232,S S,1523833445.929467,778
86.94912704701925,us,D,0,2234,I W,1524174905.929467,366
72.09419234812823,ca,C,1,882,G I,1524445927.267056,2
99.88820605081888,us,D,0,5810,I J,1524345065.929467,649
89.01776530276688,cn,D,0,4064,A W,1524459185.929467,548
94.64468903435112,ca,D,0,7947,N J,1523865785.929467,956
108.01519157619249,us,E,0,9843,C G,1524435605.929467,98
98.76153685986216,ca,B,0,4315,S B,1523742365.929467,164
92.30228014155549,mx,E,0,8784,B G,1524308825.929467,263
102.3248627905633,us,B,0,4962,M U,1523815325.929467,739
95.629265504263,mx,B,0,4494,H G,1523794025.929467,918
82.37911921231967,ca,C,0,5816,N M,1523757425.929467,222
83.2613021459575,us,B,0,9675,G U,1524085085.929467,203
69.94504378798607,cn,C,1,301,L H,1523643187.267056,0
105.3702349436065,us,C,0,5312,U G,1524050105.929467,636
98.88869148248169,us,A,0,7342,X W,1523910185.929467,59
80.15321475402803,mx,D,0,4713,F L,1524273545.929467,865
90.66052074716488,us,E,0,2114,W J,1524073925.929467,247
108.37445628466507,ca,A,0,383,W Z,1524129845.929467,124
95.18425575377549,mx,C,0,4215,Z B,1524202745.929467,236
97.24679463374511,ca,A,0,7764,C F,1524290585.929467,16
101.70336502585221,ca,D,0,402,V W,1524052925.929467,414
102.2170615829784,us,B,0,1983,Z G,1523822945.929467,456
93.66798405254332,ca,B,0,4330,B X,1523789645.929467,237
81.6596109205087,ca,A,1,877,Z V,1524192547.267056,4
98.50931305851276,us,B,0,5648,R Q,1523912645.929467,253
108.9986774446331,ca,D,0,4893,M F,1524497345.929467,465
92.5680267917327,ca,E,0,5046,O M,1524148985.929467,200
105.02348148459322,us,D,0,5587,F J,1523949845.929467,36
90.12767835013224,ca,E,0,445,J S,1524391445.929467,663
123.4897920091152,us,B,0,188,L Y,1524043145.929467,663
106.94247131585013,us,D,0,648,N Z,1523735165.929467,521
83.92940734922291,ca,D,0,1950,M P,1524185285.929467,845
110.04929377984293,ca,D,0,9109,I M,1524452105.929467,407
80.2838363119695,us,A,0,6538,J N,1524052565.929467,497
113.90290900330179,ca,A,0,7601,A R,1523893505.929467,225
95.21385731337898,us,A,0,8587,N Z,1524327725.929467,508
98.87358203624201,cn,A,0,1378,C L,1524296825.929467,86
106.42916564109396,us,C,0,6098,U Y,1524331925.929467,704
110.05224518155501,mx,B,0,3019,K H,1524373325.929467,712
113.79232859117413,us,B,0,6153,B Q,1524446105.929467,636
95.87940005059656,us,C,0,2157,T D,1524466265.929467,920
106.02559308375422,ca,D,0,667,W T,1524131345.929467,406
120.37339999235405,us,A,0,1174,P F,1523780765.929467,462
106.63951185167662,cn,A,0,9092,L J,1523885465.929467,119
115.2111736732767,us,E,0,1866,H Z,1523743805.929467,453
87.92294466694807,us,E,0,4938,A Y,1524094025.929467,786
74.63242131925674,cn,C,1,804,H T,1523669707.267056,4
96.91423642224674,us,B,1,1776,X Z,1523938745.929467,170
98.45061910238749,us,B,0,669,A E,1523876165.929467,402
114.62922976506191,ca,A,0,875,R B,1524441125.929467,279
107.45739273345312,us,B,0,9421,H B,1523707685.929467,384
104.2706447502913,cn,D,0,8230,F V,1524261545.929467,40
97.99142518312564,mx,D,0,4994,S P,1523892005.929467,44
105.66610056581551,mx,D,0,9242,V C,1524470465.929467,776
75.90975859282679,us,E,0,7272,B Y,1523626865.929467,155
97.248746161164,ca,D,0,7741,Z M,1524291125.929467,244
100.59208116214946,us,B,0,8430,E G,1524282965.929467,930
103.21151397678892,us,C,0,1144,K F,1524008465.929467,232
107.91934078444108,cn,C,0,3889,X I,1523997305.929467,944
100.46508599427237,mx,E,0,2332,J X,1524216665.929467,196
96.81494726366863,us,A,1,1128,R T,1524356885.929467,588
101.61403133330126,us,B,0,8773,J G,1524386945.929467,637
97.3715851211257,ca,E,0,5815,U S,1524020525.929467,819
91.12497730805435,us,D,0,2487,J J,1523705405.929467,98
83.82844415662156,us,D,0,7755,Q Z,1524482585.929467,663
93.70793511065945,us,B,0,1035,K U,1523617625.929467,535
93.93996588693669,us,D,0,3296,B E,1524467525.929467,263
112.46320917517043,mx,B,0,1656,F R,1524020765.929467,412
100.87732825567038,us,E,0,2551,G D,1523985185.929467,925
104.56101583970484,us,C,0,2924,D X,1524472445.929467,146
100.06442268826908,us,E,0,5513,A J,1524360545.929467,231
116.13031766487387,us,A,0,8696,X S,1523822885.929467,857
113.5020220069723,us,C,0,918,Q W,1523823065.929467,443
100.29511417647986,us,A,0,9386,H J,1524314525.929467,690
96.03245796472149,mx,D,0,1406,D Q,1524270485.929467,421
100.31115541984042,mx,D,0,670,K F,1523891285.929467,562
61.34059703512209,cn,D,1,152,Q Z,1523669707.267056,9
87.41298440186219,ca,E,0,3604,F D,1524044465.929467,287
103.78814551272663,ca,C,0,8961,J Z,1524179225.929467,614
96.27623714012488,us,C,0,4265,V V,1523772785.929467,528
113.2018352974647,us,D,0,9110,C O,1523925185.929467,299
90.47002123583236,us,A,0,5496,I L,1523865785.929467,812
91.67302680988372,mx,D,0,9253,C P,1524305705.929467,961
101.33907225282732,us,A,0,8701,T D,1524391745.929467,588
95.13062208273092,us,A,0,9679,A G,1523877845.929467,1
91.20945206678772,us,E,0,2485,S R,1524102305.929467,476
94.87316243665221,us,E,0,1975,F N,1524346145.929467,295
85.81633523028624,us,B,0,112,M R,1524231545.929467,672
123.00670827641379,us,A,0,603,E J,1523762405.929467,911
99.76503467673186,us,E,0,8358,D B,1524364925.929467,276
106.8581904785515,us,B,0,2013,B E,1523877845.929467,953
67.86015776292248,cn,C,1,331,B F,1523695867.267056,2
99.40974398769801,us,D,0,7034,Z X,1524320765.929467,164
99.90599685202118,ca,B,0,9653,N V,1524390785.929467,916
76.51373502519384,us,D,0,3674,I R,1524129605.929467,266
105.71921299521892,us,E,0,1854,S F,1524333005.929467,912
110.51838587964212,mx,B,0,6481,I I,1524084245.929467,313
108.92173043070964,ca,B,0,9527,B P,1524337625.929467,794
88.22228636639488,ca,E,0,7650,I B,1523985365.929467,114
96.1851567227046,ca,C,0,2025,A X,1524407825.929467,514
97.99833013487219,us,E,0,7173,L T,1523668745.929467,793
103.31568722832172,cn,B,0,7071,D M,1524253565.929467,633
96.80901661198696,us,C,0,5780,T S,1523835545.929467,803
95.97030003344422,ca,C,0,8807,V P,1524419765.929467,898
94.55610210850668,ca,C,0,9677,F N,1523991665.929467,142
103.79117898037435,us,C,0,2822,D I,1524117785.929467,352
109.77810619728108,mx,B,0,2200,G G,1524234485.929467,634
103.89080961162013,mx,E,0,6981,E A,1524230525.929467,964
91.17297808726063,us,E,0,9895,P F,1524149645.929467,886
102.02559749080856,ca,D,0,5704,U U,1523865005.929467,47
100.52613997777338,us,E,0,2805,P O,1524490385.929467,688
64.6268191015236,mx,E,1,367,R A,1524250567.267056,7
92.33582137498264,ca,B,0,7997,A W,1523859665.929467,263
111.97365784622733,ca,B,0,8104,U U,1524296465.929467,360
97.42133430144249,ca,E,0,3056,E X,1524119465.929467,134
117.3893698872808,mx,B,0,7325,H S,1523998085.929467,656
79.95667398243755,ca,C,0,7305,E F,1523877485.929467,70
101.50982058915571,ca,D,0,3525,I H,1524459185.929467,955
83.460349539476,ca,A,0,9178,O W,1524163745.929467,231
104.24811439345743,ca,B,0,4550,I R,1524009905.929467,560
114.33874061106742,mx,A,0,2723,I F,1523792405.929467,797
91.3262651390332,us,E,0,2861,A M,1524401045.929467,584
97.09752672301977,mx,D,0,100,B C,1524000365.929467,398
78.21275254698166,us,D,0,842,X S,1524202385.929467,424
70.56407342791219,mx,C,1,323,M E,1523867587.267056,2
88.07678433196648,us,D,0,2760,G J,1523741465.929467,841
81.90661569914924,mx,B,0,5121,K R,1524430385.929467,663
98.50978479968471,mx,D,0,4021,Z L,1524368585.929467,975
104.32141598050111,cn,E,0,5692,X Y,1523682665.929467,953
90.53427831540705,us,C,0,7417,U K,1523593205.929467,156
66.48431001307236,cn,C,1,957,Z F,1524429787.267056,9
110.58832585288849,cn,B,0,3874,V E,1523606765.929467,538
93.88683348050124,ca,B,0,9338,F N,1523700485.929467,740
101.04398634321991,cn,D,0,7456,O P,1523709665.929467,696
105.24229255054735,us,C,0,3628,K O,1523685965.929467,169
87.95665886152823,us,B,0,6060,N J,1523638025.929467,847
95.06414314948259,cn,E,0,2665,P J,1523638025.929467,74
97.5804988243065,mx,D,0,9365,U G,1523785265.929467,957
103.6471452786475,ca,C,0,4980,Y F,1523608685.929467,328
64.42378485282637,cn,D,1,983,A P,1524149647.267056,2
113.28468511045921,ca,C,0,3825,L A,1524463625.929467,644
96.87986818250286,us,E,0,3719,Y V,1523878265.929467,635
68.29318903517218,ca,D,1,381,Z O,1523750827.267056,4
101.70826602785607,us,D,1,4873,Q H,1524413105.929467,926
100.65332604998173,us,E,0,7330,Z X,1523720165.929467,297
65.82109439855789,cn,D,1,467,U J,1524490267.267056,4
114.52112112443024,ca,D,0,6136,X C,1524208865.929467,873
86.85891463331946,cn,D,0,683,G C,1524364565.929467,685
117.78681887032488,mx,D,0,9747,A J,1523867165.929467,631
66.41918505221317,cn,E,1,735,J L,1524429787.267056,6
100.60430593681072,ca,D,0,3425,M D,1523646725.929467,422
101.9235272046849,mx,D,0,2241,V Z,1524175385.929467,720
106.67971135854135,ca,A,0,5706,S G,1523977805.929467,310
108.28129537539198,mx,D,0,3208,W H,1523609465.929467,886
93.67886812973065,us,D,0,4127,R H,1523990165.929467,896
99.992602826845,ca,E,0,6237,D K,1523882045.929467,745
108.11691477195318,mx,E,0,2604,T Y,1524290585.929467,629
96.3631873782558,us,E,0,5509,G P,1523742005.929467,382
92.21771913214836,ca,B,0,418,D V,1523821085.929467,860
122.46242902183043,mx,B,0,375,M V,1523669825.929467,568
109.38635525004328,ca,B,0,9967,Q M,1524469265.929467,188
85.42940059553905,us,C,0,5897,K D,1524403505.929467,206
102.62257175626269,mx,E,0,4513,O B,1524415445.929467,612
97.43060982452776,mx,A,0,4116,G O,1523679485.929467,808
109.47967997455973,mx,E,0,1590,U T,1524266705.929467,720
82.30696438368605,us,C,0,1422,I I,1524475865.929467,335
98.3155633303795,us,B,0,2272,H W,1524177185.929467,350
114.85079607258007,ca,E,0,3517,I F,1524100565.929467,340
88.825425385774,mx,D,0,6460,W M,1524282965.929467,458
